123052  特装型未来永劫
123053  特装型败亡之刃
124053  败亡之刃
124054  高速无畏舰
124060  10792工程亡骸遗刃级
124061  远程重型导弹攻击舰，在极远距离实施毁灭性打击
124070  10792M工程猩红妖后号
124071  由亡骸遗刃级作为基础改造的先进技术验证舰

rangeend

